date,equity_pc_ratio,total_pc_ratio,index_pc_ratio,etp_pc_ratio,vix_pc_ratio,spx_pc_ratio,oex_pc_ratio,mrut_pc_ratio,mxea_pc_ratio,mxef_pc_ratio,mxacw_pc_ratio,mxwld_pc_ratio,mxusa_pc_ratio,cbtx_pc_ratio,mbtx_pc_ratio,speqx_pc_ratio,speqw_pc_ratio,mgtn_pc_ratio,mgtnw_pc_ratio,equity_call,equity_put,equity_total,equity_oi_call,equity_oi_put,equity_oi_total,total_call,total_put,total_total,total_oi_call,total_oi_put,total_oi_total,index_call,index_put,index_total,index_oi_call,index_oi_put,index_oi_total,etp_call,etp_put,etp_total,etp_oi_call,etp_oi_put,etp_oi_total,vix_call,vix_put,vix_total,vix_oi_call,vix_oi_put,vix_oi_total,spx_call,spx_put,spx_total,spx_oi_call,spx_oi_put,spx_oi_total,source
2003-10-17,0.46,0.64,,,,,,,,,,,,,,,,,,1017225,463135,1480360,,,,1152086,733258,1885344,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-10-21,0.59,0.7,,,,,,,,,,,,,,,,,,648197,380941,1029138,,,,773759,540023,1313782,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-10-22,0.77,0.98,,,,,,,,,,,,,,,,,,541154,415498,956652,,,,663452,646991,1310443,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-10-23,0.72,0.85,,,,,,,,,,,,,,,,,,493194,354797,847991,,,,579837,493493,1073330,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-10-24,0.79,0.91,,,,,,,,,,,,,,,,,,567785,447421,1015206,,,,690948,630758,1321706,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-10-27,0.51,0.64,,,,,,,,,,,,,,,,,,435215,223098,658313,,,,512226,328592,840818,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-10-28,0.66,0.75,,,,,,,,,,,,,,,,,,563950,374757,938707,,,,713166,532300,1245466,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-10-29,0.53,0.58,,,,,,,,,,,,,,,,,,693158,364516,1057674,,,,809215,471246,1280461,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-10-30,0.7,0.81,,,,,,,,,,,,,,,,,,627894,439451,1067345,,,,725972,585376,1311348,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-10-31,1.03,1.12,,,,,,,,,,,,,,,,,,491689,504173,995862,,,,578348,647265,1225613,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-03,0.47,0.63,,,,,,,,,,,,,,,,,,569931,268312,838243,,,,707961,445631,1153592,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-04,0.49,0.61,,,,,,,,,,,,,,,,,,595255,294407,889662,,,,682009,418717,1100726,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-05,0.55,0.69,,,,,,,,,,,,,,,,,,551267,301209,852476,,,,640931,441878,1082809,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-06,0.61,0.77,,,,,,,,,,,,,,,,,,548140,336513,884653,,,,669108,512323,1181431,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-07,0.61,0.78,,,,,,,,,,,,,,,,,,643147,394891,1038038,,,,744763,582223,1326986,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-10,0.78,0.91,,,,,,,,,,,,,,,,,,432969,339129,772098,,,,516110,469592,985702,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-11,0.73,0.96,,,,,,,,,,,,,,,,,,447950,326768,774718,,,,537257,514414,1051671,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-12,0.68,0.8,,,,,,,,,,,,,,,,,,592174,403860,996034,,,,701977,558089,1260066,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-13,0.63,0.78,,,,,,,,,,,,,,,,,,609893,383694,993587,,,,721852,560283,1282135,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-14,0.55,0.69,,,,,,,,,,,,,,,,,,662739,361347,1024086,,,,785626,541118,1326744,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-17,0.65,0.84,,,,,,,,,,,,,,,,,,658441,427919,1086360,,,,835827,698744,1534571,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-18,0.63,0.76,,,,,,,,,,,,,,,,,,568928,355730,924658,,,,745954,565047,1311001,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-19,0.77,0.87,,,,,,,,,,,,,,,,,,551508,423986,975494,,,,777117,678335,1455452,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-20,0.65,0.8,,,,,,,,,,,,,,,,,,562395,364840,927235,,,,859456,690504,1549960,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-21,0.66,0.8,,,,,,,,,,,,,,,,,,693747,461316,1155063,,,,856787,689308,1546095,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-24,0.51,0.65,,,,,,,,,,,,,,,,,,630412,320424,950836,,,,754172,490527,1244699,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-25,0.48,0.62,,,,,,,,,,,,,,,,,,546189,263896,810085,,,,688827,430183,1119010,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-26,0.54,0.72,,,,,,,,,,,,,,,,,,462159,251258,713417,,,,546449,394310,940759,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-11-28,0.55,0.69,,,,,,,,,,,,,,,,,,218810,121315,340125,,,,270108,186728,456836,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-01,0.54,0.71,,,,,,,,,,,,,,,,,,597095,324169,921264,,,,759954,539961,1299915,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-02,0.52,0.71,,,,,,,,,,,,,,,,,,601278,314983,916261,,,,735096,524620,1259716,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-03,0.74,0.86,,,,,,,,,,,,,,,,,,608963,453120,1062083,,,,744581,642879,1387460,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-04,0.57,0.72,,,,,,,,,,,,,,,,,,584895,330837,915732,,,,682634,489126,1171760,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-05,0.68,0.84,,,,,,,,,,,,,,,,,,494881,335345,830226,,,,585094,491146,1076240,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-08,0.71,0.93,,,,,,,,,,,,,,,,,,458933,325923,784856,,,,562382,523183,1085565,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-09,0.56,0.73,,,,,,,,,,,,,,,,,,611586,340208,951794,,,,770383,559394,1329777,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-10,0.69,0.81,,,,,,,,,,,,,,,,,,625605,430133,1055738,,,,745868,605431,1351299,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-11,0.5,0.67,,,,,,,,,,,,,,,,,,589907,297193,887100,,,,767216,514764,1281980,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-12,0.5,0.75,,,,,,,,,,,,,,,,,,511771,257406,769177,,,,683513,513507,1197020,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-15,0.54,0.7,,,,,,,,,,,,,,,,,,607936,328286,936222,,,,855029,602488,1457517,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-16,0.5,0.68,,,,,,,,,,,,,,,,,,634957,315241,950198,,,,814131,556412,1370543,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-17,0.49,0.69,,,,,,,,,,,,,,,,,,604679,294453,899132,,,,782694,538954,1321648,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-18,0.51,0.65,,,,,,,,,,,,,,,,,,665543,341417,1006960,,,,1083462,704617,1788079,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-19,0.61,0.8,,,,,,,,,,,,,,,,,,791236,481898,1273134,,,,988767,792798,1781565,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-22,0.61,0.98,,,,,,,,,,,,,,,,,,553240,337362,890602,,,,642045,627611,1269656,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-23,0.58,0.76,,,,,,,,,,,,,,,,,,489783,282026,771809,,,,585116,442008,1027124,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-24,0.5,0.73,,,,,,,,,,,,,,,,,,249030,123777,372807,,,,272788,198166,470954,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-26,0.38,0.57,,,,,,,,,,,,,,,,,,225065,84573,309638,,,,243405,137844,381249,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-29,0.38,0.53,,,,,,,,,,,,,,,,,,565058,213912,778970,,,,713256,375101,1088357,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-30,0.37,0.59,,,,,,,,,,,,,,,,,,557304,204816,762120,,,,660409,392442,1052851,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2003-12-31,0.95,1.25,,,,,,,,,,,,,,,,,,541039,511781,1052820,,,,637298,796876,1434174,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-02,0.53,0.75,,,,,,,,,,,,,,,,,,545682,288114,833796,,,,650305,490925,1141230,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-05,0.53,0.68,,,,,,,,,,,,,,,,,,869787,458669,1328456,,,,1043254,708252,1751506,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-06,0.4,0.57,,,,,,,,,,,,,,,,,,872664,347760,1220424,,,,1003430,567995,1571425,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-07,0.51,0.69,,,,,,,,,,,,,,,,,,802874,408677,1211551,,,,950530,654588,1605118,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-08,0.52,0.65,,,,,,,,,,,,,,,,,,970355,500507,1470862,,,,1160572,753665,1914237,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-09,0.45,0.65,,,,,,,,,,,,,,,,,,942691,420871,1363562,,,,1116174,723463,1839637,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-12,0.61,0.79,,,,,,,,,,,,,,,,,,744167,457457,1201624,,,,897062,712123,1609185,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-13,0.48,0.61,,,,,,,,,,,,,,,,,,883197,423555,1306752,,,,1132464,690443,1822907,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-14,0.52,0.66,,,,,,,,,,,,,,,,,,843879,442894,1286773,,,,1083341,715875,1799216,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-15,0.46,0.58,,,,,,,,,,,,,,,,,,1148119,525641,1673760,,,,1448897,843359,2292256,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-16,0.35,0.51,,,,,,,,,,,,,,,,,,1532818,537984,2070802,,,,1705830,875993,2581823,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-20,0.52,0.6,,,,,,,,,,,,,,,,,,994208,513167,1507375,,,,1126135,673994,1800129,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-21,0.47,0.67,,,,,,,,,,,,,,,,,,882847,415059,1297906,,,,1007919,673801,1681720,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-22,0.74,0.92,,,,,,,,,,,,,,,,,,783191,581852,1365043,,,,886395,812495,1698890,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-23,0.6,0.77,,,,,,,,,,,,,,,,,,764989,456491,1221480,,,,861409,665677,1527086,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-26,0.47,0.58,,,,,,,,,,,,,,,,,,628069,296878,924947,,,,735712,428519,1164231,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-27,0.64,0.87,,,,,,,,,,,,,,,,,,653867,421537,1075404,,,,762179,666311,1428490,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-28,0.66,0.85,,,,,,,,,,,,,,,,,,759350,503525,1262875,,,,898844,767664,1666508,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-29,0.64,0.8,,,,,,,,,,,,,,,,,,836300,538960,1375260,,,,960543,764294,1724837,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-01-30,0.71,0.81,,,,,,,,,,,,,,,,,,580051,409448,989499,,,,702516,568347,1270863,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-02,0.61,0.72,,,,,,,,,,,,,,,,,,655778,401302,1057080,,,,748796,542419,1291215,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-03,0.58,0.7,,,,,,,,,,,,,,,,,,655186,379015,1034201,,,,730466,508402,1238868,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-04,0.64,0.81,,,,,,,,,,,,,,,,,,705234,448458,1153692,,,,803225,647213,1450438,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-05,0.66,0.76,,,,,,,,,,,,,,,,,,654226,434512,1088738,,,,757792,574865,1332657,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-06,0.46,0.63,,,,,,,,,,,,,,,,,,779861,360398,1140259,,,,897646,563415,1461061,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-09,0.59,0.71,,,,,,,,,,,,,,,,,,587594,348886,936480,,,,663520,468357,1131877,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-10,0.62,0.72,,,,,,,,,,,,,,,,,,608761,377773,986534,,,,712657,510672,1223329,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-11,0.56,0.68,,,,,,,,,,,,,,,,,,732913,409807,1142720,,,,907062,616712,1523774,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-12,0.43,0.56,,,,,,,,,,,,,,,,,,820594,354644,1175238,,,,916360,508743,1425103,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-13,0.59,0.76,,,,,,,,,,,,,,,,,,632241,370129,1002370,,,,766143,582099,1348242,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-17,0.81,0.88,,,,,,,,,,,,,,,,,,691467,561932,1253399,,,,830958,730243,1561201,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-18,0.64,0.78,,,,,,,,,,,,,,,,,,718617,462347,1180964,,,,894554,697541,1592095,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-19,0.59,0.72,,,,,,,,,,,,,,,,,,953805,560338,1514143,,,,1242874,890484,2133358,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-20,0.66,0.86,,,,,,,,,,,,,,,,,,1046201,689385,1735586,,,,1224856,1050314,2275170,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-23,0.47,0.62,,,,,,,,,,,,,,,,,,782625,370123,1152748,,,,897710,554218,1451928,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-24,0.65,0.76,,,,,,,,,,,,,,,,,,708377,462156,1170533,,,,816858,623121,1439979,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-25,0.62,0.77,,,,,,,,,,,,,,,,,,621845,385431,1007276,,,,698751,535512,1234263,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-26,0.52,0.64,,,,,,,,,,,,,,,,,,607116,316163,923279,,,,714777,460082,1174859,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-02-27,0.59,0.72,,,,,,,,,,,,,,,,,,528027,313869,841896,,,,624138,448697,1072835,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-01,0.55,0.74,,,,,,,,,,,,,,,,,,360769,199757,560526,,,,486328,357508,843836,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-02,0.51,0.71,,,,,,,,,,,,,,,,,,597318,305438,902756,,,,699614,495954,1195568,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-03,0.6,0.71,,,,,,,,,,,,,,,,,,508197,304249,812446,,,,619970,442675,1062645,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-04,0.6,0.71,,,,,,,,,,,,,,,,,,547185,326334,873519,,,,669444,475721,1145165,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-05,0.61,0.79,,,,,,,,,,,,,,,,,,556020,338207,894227,,,,696919,549202,1246121,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-08,0.66,0.82,,,,,,,,,,,,,,,,,,634998,417338,1052336,,,,757246,620432,1377678,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-09,0.86,0.97,,,,,,,,,,,,,,,,,,637026,545759,1182785,,,,830649,803092,1633741,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-10,0.72,0.91,,,,,,,,,,,,,,,,,,695671,504032,1199703,,,,942219,853517,1795736,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-11,0.96,1.2,,,,,,,,,,,,,,,,,,675246,645835,1321081,,,,911050,1097093,2008143,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-12,0.82,1.05,,,,,,,,,,,,,,,,,,563698,463767,1027465,,,,758249,795143,1553392,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-15,0.85,1.05,,,,,,,,,,,,,,,,,,520912,440227,961139,,,,722084,761678,1483762,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-16,0.93,1.06,,,,,,,,,,,,,,,,,,543232,504419,1047651,,,,784976,830306,1615282,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-17,0.67,0.81,,,,,,,,,,,,,,,,,,721088,482881,1203969,,,,1001423,807241,1808664,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-18,0.65,0.8,,,,,,,,,,,,,,,,,,607071,393536,1000607,,,,876364,700998,1577362,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-19,0.89,1.03,,,,,,,,,,,,,,,,,,677758,599883,1277641,,,,853502,881695,1735197,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-22,0.74,0.97,,,,,,,,,,,,,,,,,,659464,489962,1149426,,,,867817,839966,1707783,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-23,0.57,0.68,,,,,,,,,,,,,,,,,,641833,366452,1008285,,,,819911,554977,1374888,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-24,0.73,0.88,,,,,,,,,,,,,,,,,,543336,395211,938547,,,,690843,605230,1296073,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-25,0.6,0.7,,,,,,,,,,,,,,,,,,816089,488795,1304884,,,,976574,679442,1656016,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-26,0.62,0.77,,,,,,,,,,,,,,,,,,482828,300893,783721,,,,584342,449027,1033369,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-29,0.47,0.67,,,,,,,,,,,,,,,,,,582658,275790,858448,,,,727022,484474,1211496,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-30,0.46,0.61,,,,,,,,,,,,,,,,,,581353,267971,849324,,,,685330,418968,1104298,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-03-31,1.1,1.31,,,,,,,,,,,,,,,,,,503749,553298,1057047,,,,617784,812143,1429927,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-01,0.47,0.61,,,,,,,,,,,,,,,,,,676577,317796,994373,,,,862321,524115,1386436,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-02,0.53,0.68,,,,,,,,,,,,,,,,,,994736,531671,1526407,,,,1154470,788367,1942837,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-05,0.49,0.67,,,,,,,,,,,,,,,,,,795684,389406,1185090,,,,957355,637365,1594720,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-06,0.69,0.82,,,,,,,,,,,,,,,,,,728128,505325,1233453,,,,846971,692316,1539287,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-07,0.54,0.7,,,,,,,,,,,,,,,,,,601191,323103,924294,,,,721673,506208,1227881,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-08,0.59,0.74,,,,,,,,,,,,,,,,,,576071,338140,914211,,,,701853,516837,1218690,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-12,0.57,0.77,,,,,,,,,,,,,,,,,,518155,296210,814365,,,,616446,473888,1090334,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-13,0.77,0.92,,,,,,,,,,,,,,,,,,659012,510532,1169544,,,,856548,785025,1641573,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-14,0.6,0.82,,,,,,,,,,,,,,,,,,627311,379075,1006386,,,,852572,698987,1551559,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-15,0.67,0.84,,,,,,,,,,,,,,,,,,757064,506667,1263731,,,,1005497,846617,1852114,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-16,0.61,0.77,,,,,,,,,,,,,,,,,,1043624,637847,1681471,,,,1220955,936934,2157889,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-19,0.56,0.67,,,,,,,,,,,,,,,,,,670596,378865,1049461,,,,794760,531366,1326126,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-20,0.69,0.81,,,,,,,,,,,,,,,,,,699494,482043,1181537,,,,833531,677967,1511498,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-21,0.54,0.68,,,,,,,,,,,,,,,,,,641861,346031,987892,,,,776135,530939,1307074,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-22,0.54,0.63,,,,,,,,,,,,,,,,,,800523,430109,1230632,,,,977611,617591,1595202,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-23,0.63,0.7,,,,,,,,,,,,,,,,,,649924,409471,1059395,,,,750552,526044,1276596,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-26,0.54,0.66,,,,,,,,,,,,,,,,,,545893,292805,838698,,,,618295,407195,1025490,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-27,0.57,0.72,,,,,,,,,,,,,,,,,,772474,441571,1214045,,,,876032,627839,1503871,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-28,0.65,0.88,,,,,,,,,,,,,,,,,,702768,453822,1156590,,,,817411,720636,1538047,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-29,0.77,1,,,,,,,,,,,,,,,,,,664197,513577,1177774,,,,797749,798591,1596340,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-04-30,0.95,1.02,,,,,,,,,,,,,,,,,,681410,649293,1330703,,,,794028,811936,1605964,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-03,0.64,0.81,,,,,,,,,,,,,,,,,,503819,320393,824212,,,,604159,490665,1094824,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-04,0.5,0.67,,,,,,,,,,,,,,,,,,583332,291348,874680,,,,698925,467344,1166269,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-05,0.66,0.89,,,,,,,,,,,,,,,,,,438233,288426,726659,,,,533593,475515,1009108,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-06,0.97,1.26,,,,,,,,,,,,,,,,,,398820,385067,783887,,,,543069,682891,1225960,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-07,0.79,1.01,,,,,,,,,,,,,,,,,,529005,418012,947017,,,,684716,693425,1378141,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-10,0.87,1.28,,,,,,,,,,,,,,,,,,640887,560050,1200937,,,,872813,1118006,1990819,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-11,0.92,1.11,,,,,,,,,,,,,,,,,,603030,556511,1159541,,,,799195,885934,1685129,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-12,0.94,1.12,,,,,,,,,,,,,,,,,,592635,557502,1150137,,,,849269,949087,1798356,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-13,0.77,1.01,,,,,,,,,,,,,,,,,,538985,417575,956560,,,,684749,692405,1377154,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-14,0.82,0.97,,,,,,,,,,,,,,,,,,398858,326891,725749,,,,530308,516156,1046464,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-17,0.96,1.22,,,,,,,,,,,,,,,,,,441661,425646,867307,,,,622932,761623,1384555,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-18,0.75,0.99,,,,,,,,,,,,,,,,,,561884,423685,985569,,,,716116,710531,1426647,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-19,0.56,0.8,,,,,,,,,,,,,,,,,,721918,405761,1127679,,,,968473,772361,1740834,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-20,1.02,1.21,,,,,,,,,,,,,,,,,,432627,440072,872699,,,,642507,778148,1420655,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-21,0.81,1.12,,,,,,,,,,,,,,,,,,661326,534158,1195484,,,,868694,973948,1842642,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-24,0.62,0.77,,,,,,,,,,,,,,,,,,558321,347209,905530,,,,687410,526740,1214150,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-25,0.69,0.9,,,,,,,,,,,,,,,,,,648742,448555,1097297,,,,829079,748788,1577867,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-26,0.73,1.01,,,,,,,,,,,,,,,,,,519789,381312,901101,,,,618924,623225,1242149,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-27,0.63,0.94,,,,,,,,,,,,,,,,,,512473,320999,833472,,,,648734,608932,1257666,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-05-28,0.7,1.05,,,,,,,,,,,,,,,,,,325223,228402,553625,,,,388547,407570,796117,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-06-01,0.73,0.94,,,,,,,,,,,,,,,,,,422150,306293,728443,,,,500343,467935,968278,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-06-02,0.64,0.91,,,,,,,,,,,,,,,,,,462504,296992,759496,,,,581605,531082,1112687,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-06-03,1.01,1.13,,,,,,,,,,,,,,,,,,407717,409788,817505,,,,518239,585165,1103404,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-06-04,0.83,1.02,,,,,,,,,,,,,,,,,,424059,350459,774518,,,,569900,580062,1149962,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-06-07,0.63,0.85,,,,,,,,,,,,,,,,,,522695,327387,850082,,,,751705,637981,1389686,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
2004-06-08,0.66,0.86,,,,,,,,,,,,,,,,,,457046,300707,757753,,,,617310,531082,1148392,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
